Name,Gender,Location,Birthdate,Blood Group,Phone,Department,Enrolled Year,Completed Credits,Current CGPA
Mikayla Green,Male,Ramna,"Sun, Sep 08, 2002",B-,+880194990604,MNS,2022,57,1.76
Christine Moran,Male,Cantonment area,"Sun, Jul 12, 1998",B-,+880172296062,EEE,2016,126,3.39
Stephanie Jones,Male,Gulshan,"Sun, Jan 13, 2002",B-,+880141697866,MNS,2020,66,2.07
Jacqueline Hawkins,Male,Nimtoli,"Sat, Sep 15, 2001",O-,+880157351519,BBS,2023,9,2.24
Katie Mills,Male,Shyampur,"Sun, Jul 16, 2000",AB-,+880134162413,Law,2020,72,3.73
Yolanda Paul,Female,Farmgate,"Wed, Aug 23, 2000",A+,+880144892809,EEE,2022,48,1.67
Jonathan Ruiz,Male,Cantonment area,"Sun, Sep 03, 2000",AB-,+880194115728,MNS,2021,27,2.48
Patrick Houston,Male,Mirpur,"Fri, Jun 16, 2000",O-,+880198770838,BBS,2021,24,3.74
Clinton Anderson,Male,Badda,"Wed, Mar 21, 2001",B-,+880182181037,ESS,2020,120,2.10
Anthony Owens,Female,Shahbagh,"Thu, Feb 20, 2003",O+,+880137716226,ENH,2017,129,2.28
Logan Lane,Female,Banasree,"Mon, Feb 22, 1999",O-,+880189367049,EEE,2018,72,1.76
Diana Wilson,Male,Agargaon,"Sat, Dec 08, 2001",B-,+880141024207,Archi,2019,93,1.58
Andrew Cannon,Female,Kamrangirchar,"Wed, Jun 28, 2000",O+,+880182672732,ENH,2017,132,2.35
Charles Jacobs,Male,Dhanmondi,"Mon, Jun 03, 2002",B+,+880149936837,BBS,2017,136,2.38
Laura Compton,Female,Mohakhali,"Mon, Jan 03, 2000",O-,+880164935861,Law,2018,78,3.71
Deborah Thompson,Female,Beraid,"Sat, Dec 30, 2000",B-,+880164088589,MNS,2016,136,3.70
Joshua Quinn,Female,Khilgaon,"Thu, Mar 01, 2001",AB-,+880162043114,CSE,2020,99,3.65
Lisa Zimmerman,Female,Wari,"Tue, Dec 07, 1999",AB-,+880186375996,EEE,2022,42,3.20
Bradley Little,Male,Dakshinkhan,"Thu, Dec 17, 1998",O+,+880182811352,Archi,2016,129,3.68
Andre Hickman,Female,Banasree,"Fri, Feb 12, 1999",A-,+880141322201,Archi,2023,21,3.14
Angela Hood,Female,Shahbagh,"Wed, May 29, 2002",O+,+880166297640,BBS,2017,136,2.70
Mrs. Caitlin Spence,Male,Mohakhali,"Thu, May 23, 2002",B-,+880169645884,ENH,2021,27,1.59
Alexis Buckley,Female,Gabtali,"Wed, Aug 26, 1998",B-,+880145180452,BBS,2016,136,2.89
Clinton Hart,Male,Sher-e-Bangla Nagar,"Thu, Apr 16, 1998",B+,+880185157026,Archi,2022,51,2.33
Zachary Vargas,Male,Khilgaon,"Tue, Jul 31, 2001",O-,+880169415686,ENH,2015,126,3.15
Tristan Walker,Male,Gabtali,"Wed, Jan 29, 2003",B-,+880179820408,Archi,2015,123,1.52
Sean Reilly,Male,Mohakhali,"Thu, Feb 01, 2001",O-,+880186012519,Pharma,2022,24,3.39
Christina Gonzalez,Female,Pallabi,"Sun, Sep 05, 1999",A-,+880136576766,ENH,2022,36,3.05
Emily Delgado,Female,Demra,"Wed, Aug 23, 2000",O+,+880146904671,Archi,2022,33,3.79
Kevin Williams,Female,Sadarghat,"Tue, May 25, 1999",B-,+880140994810,EEE,2016,136,2.02
Jesse Stewart,Female,Kazipara,"Sat, Mar 25, 2000",B+,+880138472315,ENH,2023,6,2.62
Christopher Bush,Female,Mirpur,"Mon, May 21, 2001",O+,+880158167558,ESS,2017,136,1.73
Andrew Rodriguez,Female,Gulshan,"Sun, Dec 26, 1999",A-,+880193199787,EEE,2020,63,3.90
Brian Williamson,Female,Cantonment area,"Tue, Aug 04, 1998",B-,+880183663994,Archi,2015,136,2.26
Summer Miller,Female,Wari,"Fri, Nov 05, 1999",O+,+880196284089,Law,2020,75,3.77
Jacob Martin,Male,Khilkhet,"Fri, Aug 03, 2001",O-,+880150572048,BBS,2020,93,3.29
William Miller,Female,Wari,"Sat, Aug 31, 2002",AB-,+880135389816,Archi,2023,12,1.94
Lisa Martinez,Female,Beraid,"Tue, Jul 06, 1999",O+,+880170133401,ENH,2018,93,2.89
Emily Stevens,Male,Mirpur,"Thu, Apr 18, 2002",O-,+880155512899,ESS,2018,90,1.84
Kelsey Oneal,Male,Shyampur,"Thu, Jun 27, 2002",AB-,+880190011944,CSE,2018,114,1.53
Amy Yang,Female,Banani,"Thu, Oct 05, 2000",O-,+880192588514,EEE,2017,123,2.49
Erik Conner,Male,Gulshan,"Thu, Jul 27, 2000",A+,+880188948017,MNS,2018,93,1.65
Angel Shepard,Male,Agargaon,"Mon, Mar 11, 2002",O+,+880178122020,ENH,2017,129,2.86
Derrick Sanders,Male,Uttara,"Mon, Feb 25, 2002",AB-,+880185605970,ENH,2021,45,2.50
Alison Mullen,Female,Beraid,"Sat, Apr 01, 2000",B-,+880175900587,ENH,2021,36,1.79
Matthew Williams,Female,Agargaon,"Sun, Mar 23, 2003",B-,+880141084040,BBS,2021,24,1.63
Alexander Mills,Female,Beraid,"Wed, Dec 30, 1998",O-,+880135958084,BBS,2018,81,3.72
Daisy Carney,Female,Dhanmondi,"Sun, Jul 18, 1999",O-,+880190734746,ENH,2021,27,3.03
Christian Bautista DVM,Female,Jurain,"Fri, Aug 07, 1998",B-,+880153576447,BBS,2022,45,3.69
Patrick Smith,Female,Mohammadpur,"Sun, Dec 31, 2000",B+,+880135384267,ESS,2018,93,2.73
Richard Graham,Female,Mirpur,"Tue, Dec 03, 2002",A+,+880188719332,CSE,2019,96,2.80
Michael Miles,Female,Khilgaon,"Wed, Mar 07, 2001",B+,+880149878791,ESS,2018,102,3.83
Jose Williams,Male,Mirpur,"Mon, Dec 04, 2000",B+,+880147415133,BBS,2018,117,2.86
Alex Thomas,Female,Dhanmondi,"Sat, Jun 17, 2000",B-,+880157758494,Law,2022,51,3.34
Michael Mcclain,Male,Bashundhara,"Fri, Apr 04, 2003",A-,+880155893632,Pharma,2018,84,2.31
Bryce Wilson,Female,Abdullahpur,"Thu, Dec 16, 1999",A+,+880162738918,Law,2019,108,3.19
Steve Ball,Female,Cantonment area,"Thu, Mar 27, 2003",A+,+880168053164,EEE,2015,129,2.81
Brian Smith,Female,Farmgate,"Sun, Nov 28, 1999",B-,+880174247849,ESS,2017,136,2.97
Morgan Ford,Female,Banasree,"Thu, Mar 11, 1999",A-,+880195160595,ENH,2023,21,2.36
Travis Dawson,Male,Nimtoli,"Thu, Dec 19, 2002",AB+,+880178050077,BBS,2016,132,2.54
Joshua Robinson,Male,Kafrul,"Sun, Jan 17, 1999",O+,+880159344023,Archi,2017,123,3.72
Christopher Johnson,Male,Jurain,"Sat, Dec 12, 1998",B+,+880197946440,Archi,2018,105,2.41
Raymond Crane,Male,Agargaon,"Sat, Nov 20, 1999",O-,+880188476639,ENH,2017,123,1.67
Kimberly Owens,Female,Pallabi,"Wed, May 06, 1998",AB-,+880154533716,Law,2015,126,1.88
Robert Townsend,Female,Nimtoli,"Mon, Mar 19, 2001",A-,+880139456211,CSE,2016,129,2.22
Mathew Price,Male,Dhanmondi,"Sat, Apr 03, 1999",B+,+880165500378,Law,2018,87,3.79
Michelle Lin,Female,Rampura,"Sun, Apr 04, 1999",O-,+880172188089,ENH,2016,129,3.49
Nicholas Johnson,Male,Mohakhali,"Fri, Jul 02, 1999",A-,+880157044360,BBS,2020,69,3.06
Steven Blair,Male,Banani,"Fri, Nov 08, 2002",B-,+880193988963,EEE,2017,126,2.25
Kenneth Fox,Female,Vatara,"Fri, Jun 16, 2000",B-,+880185787358,Law,2020,99,3.19
Marie Donaldson,Male,Uttara,"Fri, Jun 16, 2000",O-,+880172702877,BBS,2020,102,2.54
Jennifer Maxwell,Female,Dakshinkhan,"Tue, Jul 14, 1998",AB-,+880189001382,Law,2018,90,3.94
Nicholas Snow,Female,Uttara,"Mon, May 21, 2001",A-,+880158886102,EEE,2018,78,2.41
Michael Johnson,Female,Beraid,"Sat, May 04, 2002",AB-,+880186798391,BBS,2018,90,2.36
Larry Jackson,Male,Cantonment area,"Thu, Nov 14, 2002",O-,+880199280131,ENH,2016,123,4.00
Joseph Noble,Female,Motijheel,"Fri, Aug 25, 2000",B+,+880198848340,ENH,2021,51,3.32
Thomas Cummings,Male,Nimtoli,"Mon, Jul 03, 2000",B+,+880164065290,BBS,2016,129,2.53
Jennifer Castillo,Female,Agargaon,"Sun, Sep 01, 2002",O-,+880148797730,ESS,2018,117,3.89
Susan Salas,Male,Dakshinkhan,"Sat, Nov 02, 2002",B+,+880151415692,ENH,2018,105,1.86
Rebecca Howell,Male,Mohammadpur,"Sat, Aug 01, 1998",A-,+880138904707,ENH,2016,132,2.66
Kelly Edwards,Male,Khilkhet,"Thu, Jan 07, 1999",AB+,+880182572885,Law,2019,63,3.93
Scott Martinez,Female,Banasree,"Wed, Mar 31, 1999",B+,+880195798076,Archi,2023,18,1.90
Amanda Bradley,Male,Dhanmondi,"Wed, Oct 21, 1998",A-,+880137523079,ESS,2022,24,2.10
Kyle Smith,Female,Mirpur,"Mon, Jan 20, 2003",O-,+880196930699,EEE,2020,69,2.78
Dr. Christina Hayes,Female,Ramna,"Fri, Oct 09, 1998",B-,+880159753103,Law,2019,66,3.75
Walter Rice,Male,Pallabi,"Sat, Aug 15, 1998",O-,+880181251348,EEE,2019,96,1.92
Mary Douglas,Male,Sadarghat,"Wed, Jul 28, 1999",B+,+880169991892,EEE,2021,39,2.11
Robert Nelson,Male,Kazipara,"Wed, Apr 17, 2002",AB+,+880181801030,BBS,2021,42,1.56
Taylor Hayes,Female,Kazipara,"Fri, Mar 07, 2003",O-,+880167268345,MNS,2017,129,1.69
James Goodwin,Male,Gulshan,"Wed, Feb 21, 2001",B+,+880163803757,Pharma,2016,123,2.84
Kelly Boone,Male,Motijheel,"Tue, Oct 30, 2001",O+,+880171491018,CSE,2019,111,1.82
Eric Boyd,Female,Paltan,"Wed, Aug 28, 2002",B-,+880134744955,Pharma,2018,111,2.16
Laura Williams,Female,Motijheel,"Fri, Feb 15, 2002",O+,+880138648474,Law,2017,132,3.16
Michael Aguilar,Female,Gabtali,"Thu, Oct 10, 2002",A+,+880139474512,CSE,2019,108,1.86
Diana Kidd,Female,Lalbagh,"Sun, Jun 23, 2002",O+,+880131843041,Law,2019,69,3.85
Mrs. Mercedes Decker,Male,Kafrul,"Wed, Nov 20, 2002",AB+,+880161985636,ENH,2015,123,1.60
Mary Garcia,Female,Vatara,"Sat, Apr 15, 2000",B+,+880152880181,BBS,2015,123,2.72
Justin Martinez,Male,Cantonment area,"Sat, Feb 23, 2002",A+,+880151976008,BBS,2023,6,2.07
Dr. Claudia Osborn,Female,Shahbagh,"Sun, May 21, 2000",A+,+880183619816,EEE,2015,123,3.88
Sharon Boone,Male,Ramna,"Mon, Sep 20, 1999",AB-,+880188134856,Pharma,2017,126,3.82
Richard Elliott,Female,Tejgaon,"Thu, Jan 06, 2000",B-,+880179467180,Law,2016,129,3.48
Mark Garcia,Female,Shyampur,"Mon, Mar 26, 2001",AB-,+880141933259,Law,2020,114,1.62
Shannon Bradley,Female,Lalbagh,"Sat, Jun 23, 2001",B+,+880173899526,MNS,2023,3,1.98
Mr. Shawn Rodriguez,Female,Abdullahpur,"Wed, Mar 21, 2001",A+,+880191909864,CSE,2023,6,1.72
Andrew Hodges,Male,Paltan,"Fri, Feb 05, 1999",AB-,+880187414221,MNS,2019,78,2.62
Alicia Johnson,Male,Jurain,"Fri, Nov 05, 1999",AB-,+880190380254,MNS,2022,54,3.78
Tyler Anderson,Male,Baridhara,"Mon, Jun 28, 1999",B-,+880164988426,MNS,2015,126,3.99
Michelle Johnson,Female,Nimtoli,"Sat, Apr 15, 2000",AB-,+880182739440,EEE,2020,99,1.99
Anthony Dennis,Male,Cantonment area,"Fri, Oct 13, 2000",A-,+880191796872,Archi,2020,117,2.33
James Dorsey,Male,Rampura,"Sun, Mar 04, 2001",AB-,+880157000100,Law,2016,123,3.66
Mark Hamilton,Male,Nimtoli,"Tue, Jul 07, 1998",AB+,+880138347051,Law,2015,123,4.00
Brenda Sims,Female,Demra,"Tue, Jan 15, 2002",AB+,+880167456434,MNS,2020,84,2.63
Theresa Blevins,Female,Gulshan,"Sun, Oct 21, 2001",A+,+880196686731,ENH,2018,90,2.57
James Gonzales,Male,Badda,"Sat, Mar 27, 1999",O-,+880138636856,CSE,2020,108,1.66
Natalie Hall,Male,Motijheel,"Fri, Mar 26, 1999",AB-,+880192955960,Law,2022,24,2.23
Seth Martinez MD,Female,Mohakhali,"Mon, Oct 12, 1998",O-,+880189998274,Pharma,2017,129,3.18
Marie Smith,Male,Gulshan,"Mon, Feb 26, 2001",O+,+880155025774,Pharma,2020,102,2.31
Mr. Jay Moss,Female,Kamrangirchar,"Tue, May 23, 2000",AB+,+880176767481,CSE,2017,129,3.58
Luke Williams,Male,Farmgate,"Sun, Sep 30, 2001",B-,+880138507069,BBS,2022,57,1.78
Robin Harrison,Male,Wari,"Sat, Mar 25, 2000",A-,+880162758366,Law,2019,93,1.88
Ann Campbell,Male,Bashundhara,"Sun, Jun 16, 2002",B-,+880131110266,Law,2018,63,1.93
Dr. Shannon Camacho MD,Female,Hazaribagh,"Thu, Feb 10, 2000",A+,+880181976575,EEE,2021,36,2.76
Scott Malone,Female,Sadarghat,"Fri, Aug 20, 1999",B+,+880197044787,Pharma,2019,69,3.76
Christopher Barton,Male,Jurain,"Sun, Dec 05, 1999",AB-,+880172416819,Law,2015,132,3.67
Meghan Frederick,Female,Bashundhara,"Mon, Jun 11, 2001",AB-,+880159364460,ESS,2016,136,1.59
Erin Frazier,Female,Vatara,"Thu, May 27, 1999",B-,+880133262659,MNS,2016,132,2.39
Shannon Roy,Male,Rampura,"Sun, Dec 05, 1999",B+,+880145125488,BBS,2016,123,3.97
April Martinez,Female,Demra,"Sun, Sep 30, 2001",AB-,+880131635250,MNS,2017,136,2.30
Miranda Lindsey,Female,Mirpur,"Sat, Mar 03, 2001",B-,+880142050150,BBS,2015,123,3.48
Gloria Andersen,Female,Abdullahpur,"Wed, Mar 20, 2002",B-,+880176224108,BBS,2017,132,2.78
Stephen Roberts,Female,Bashundhara,"Thu, Mar 11, 1999",AB-,+880130103325,CSE,2016,126,2.44
Edward Stanley,Male,Gabtali,"Mon, May 20, 2002",A+,+880155337963,EEE,2023,21,3.55
Michael Burgess,Male,Baridhara,"Wed, Mar 24, 1999",O+,+880179386688,MNS,2023,15,3.47
Tiffany Castro,Female,Ramna,"Mon, Dec 27, 1999",A-,+880163272356,CSE,2021,30,3.98
Alice Mcfarland,Male,Mohammadpur,"Thu, Sep 21, 2000",O-,+880138654329,Pharma,2023,21,1.88
Kyle Diaz,Female,Pallabi,"Fri, Aug 30, 2002",A+,+880198351492,BBS,2018,99,3.23
Richard Patterson,Male,Demra,"Wed, Dec 25, 2002",A-,+880149770706,EEE,2020,90,3.89
Susan Washington,Female,Vatara,"Tue, Feb 26, 2002",AB-,+880176403867,CSE,2019,105,3.29
David Mcdonald,Female,Badda,"Sat, Feb 10, 2001",AB+,+880131056690,Archi,2023,15,3.48
Alicia Kline,Male,Vatara,"Sat, Feb 13, 1999",A+,+880195602575,MNS,2021,27,2.05
Denise Alvarez,Female,Lalbagh,"Mon, Oct 23, 2000",B-,+880192957834,CSE,2019,102,3.55
Brandon Hunter,Male,Agargaon,"Sat, Jun 24, 2000",O-,+880155631852,Archi,2018,102,2.37
Joseph Brown,Female,Kazipara,"Sun, Jan 27, 2002",O+,+880130593195,MNS,2016,123,3.88
Shane Miller,Male,Rampura,"Wed, Nov 04, 1998",AB+,+880183789651,Archi,2017,129,3.42
Rebecca Powell MD,Female,Farmgate,"Fri, Nov 08, 2002",AB-,+880185848771,Archi,2018,63,3.34
Jorge Barry,Female,Khilkhet,"Fri, Jan 26, 2001",B+,+880155086447,ENH,2017,129,1.77
Carlos Edwards,Male,Banani,"Sat, Feb 05, 2000",AB-,+880150460582,Archi,2022,27,2.89
Aaron Clark,Female,Pallabi,"Wed, Jan 06, 1999",O+,+880137414828,CSE,2023,9,3.21
John Hansen III,Male,Farmgate,"Thu, Sep 09, 1999",A+,+880138135850,BBS,2022,36,1.55
Julie Clark,Female,Khilgaon,"Wed, Aug 11, 1999",A-,+880133867548,ESS,2019,90,2.27
William Martinez,Female,Gabtali,"Fri, Aug 07, 1998",O-,+880187249835,MNS,2023,18,2.75
Thomas Patrick,Female,Uttarkhan,"Sun, Dec 13, 1998",A+,+880150370605,ESS,2018,102,2.61
Elizabeth Williams,Female,Gabtali,"Sat, Nov 02, 2002",AB-,+880134262310,Archi,2019,111,1.92
Rebecca Smith,Female,Banasree,"Fri, Jan 01, 1999",B+,+880150906841,ESS,2022,48,3.57
Lauren Richards,Male,Khilkhet,"Sat, May 08, 1999",O+,+880168969439,ESS,2023,18,1.77
Kenneth Holt,Female,Cantonment area,"Thu, Oct 03, 2002",B-,+880154652368,CSE,2018,99,3.86
Joseph Medina,Female,Gulshan,"Wed, Oct 28, 1998",AB-,+880144800333,MNS,2019,90,3.70
Katherine Hunt,Male,Khilkhet,"Wed, Dec 13, 2000",O-,+880158759347,CSE,2023,18,2.35
Zachary Bond,Female,Banani,"Thu, Apr 16, 1998",B-,+880164626998,Law,2022,30,3.22
Nicole Stanton,Male,Uttarkhan,"Wed, Jan 08, 2003",AB+,+880160134830,CSE,2016,129,2.40
Mackenzie Beard,Female,Agargaon,"Fri, Jan 28, 2000",O-,+880195928768,EEE,2016,136,3.06
Jonathan Hudson,Male,Uttara,"Sat, Apr 20, 2002",A+,+880177955744,ESS,2018,69,3.78
Stephanie Parker,Male,Motijheel,"Tue, Feb 08, 2000",O-,+880170725265,Archi,2018,90,2.58
Robert Kennedy,Female,Kafrul,"Wed, Nov 29, 2000",O-,+880146144733,Archi,2022,42,1.98
Scott Boyle,Male,Kamalapur,"Tue, Mar 27, 2001",A-,+880158840803,ESS,2015,129,3.65
Don Taylor,Female,Motijheel,"Sun, Sep 26, 1999",A-,+880139774328,MNS,2022,48,3.69
Javier Nichols,Male,Uttarkhan,"Fri, Feb 05, 1999",B+,+880179435021,Archi,2017,136,2.20
Darren Phillips,Male,Kazipara,"Tue, Sep 24, 2002",AB-,+880163010747,CSE,2019,78,2.85
Jim Waller,Male,Hazaribagh,"Sun, Oct 14, 2001",B-,+880147789085,MNS,2017,129,1.66
Leonard Gallagher,Male,Sher-e-Bangla Nagar,"Mon, Mar 04, 2002",A+,+880137541192,Law,2022,60,3.88
Victoria Stone,Female,Sadarghat,"Fri, Apr 19, 2002",B+,+880162060335,Pharma,2022,27,2.90
Elizabeth Richard,Female,Banani,"Sat, Feb 06, 1999",O-,+880196768667,CSE,2022,42,3.48
Stephanie Macias,Female,Dhanmondi,"Sun, Dec 17, 2000",O-,+880193975334,Archi,2022,24,2.25
Seth Franco,Female,Shahbagh,"Sat, Nov 17, 2001",O+,+880156479719,ENH,2019,63,1.75
Mark Fernandez,Male,Nimtoli,"Thu, Jan 09, 2003",AB+,+880176335159,Pharma,2016,136,3.05
Vanessa Brown,Male,Paltan,"Sat, Oct 10, 1998",B-,+880171244933,EEE,2016,136,1.86
Mark Owens,Male,Hazaribagh,"Sun, Dec 05, 1999",B-,+880175032482,BBS,2021,45,3.82
Michelle Brooks,Female,Paltan,"Sat, Jun 23, 2001",O+,+880194236470,ENH,2020,87,3.87
Tammy Barnett,Female,Sadarghat,"Tue, Mar 16, 1999",O-,+880137402414,BBS,2021,45,3.60
Kevin Nichols,Female,Nimtoli,"Sun, Sep 01, 2002",AB+,+880158070803,Archi,2021,54,2.71
Christine Harvey,Male,Uttara,"Sun, Mar 17, 2002",O-,+880169551496,CSE,2022,30,1.61
Katie Smith,Male,Paltan,"Sun, Jun 21, 1998",B+,+880189553521,BBS,2021,60,3.39
Keith Douglas,Male,Badda,"Wed, Sep 13, 2000",O-,+880174929442,EEE,2016,136,3.10
Brittney Hall,Female,Khilgaon,"Tue, Jan 11, 2000",A+,+880175425307,MNS,2019,69,1.66
Julie Adams,Female,Motijheel,"Tue, Apr 13, 1999",B+,+880196518076,CSE,2019,114,3.22
Carrie Padilla,Female,Kazipara,"Thu, Sep 02, 1999",O+,+880162489502,MNS,2017,136,3.25
Stephen Ward,Male,Uttarkhan,"Sat, Jan 26, 2002",A+,+880135931215,EEE,2020,102,2.41
Brian Black,Male,Bashundhara,"Fri, Jan 21, 2000",AB-,+880165534982,ESS,2015,123,3.79
Joseph Russell,Male,Nimtoli,"Sun, Jan 31, 1999",AB-,+880189069380,ESS,2020,114,3.39
Nicole Garza,Male,Agargaon,"Sat, Dec 01, 2001",B-,+880199533821,EEE,2016,126,2.49
Kimberly Shepherd,Male,Sadarghat,"Fri, Sep 01, 2000",A-,+880174082725,MNS,2018,90,3.36
Christopher Henson,Male,Gulshan,"Thu, Sep 30, 1999",A+,+880198271587,ENH,2015,123,3.32
Mrs. Karen Chase,Male,Wari,"Tue, Sep 29, 1998",B-,+880144109582,Archi,2022,54,3.92
Jennifer Campbell,Male,Vatara,"Sun, Apr 22, 2001",AB+,+880176355217,MNS,2023,21,3.52
Brandy Waters,Male,Mohammadpur,"Sat, Oct 16, 1999",B+,+880194246286,MNS,2022,57,3.57
Michelle Hopkins,Male,Lalbagh,"Tue, Mar 07, 2000",A-,+880169449193,BBS,2016,132,2.15
Catherine Williams MD,Male,Vatara,"Fri, Aug 02, 2002",AB-,+880156454530,ENH,2018,63,3.47
Melissa Smith,Female,Ramna,"Mon, Oct 07, 2002",O+,+880158771440,ESS,2015,132,2.71
Kimberly Odom,Female,Kazipara,"Mon, Jul 16, 2001",O+,+880153493518,ESS,2019,102,1.54
Jeremy Duncan,Female,Agargaon,"Fri, Nov 19, 1999",O-,+880143086157,MNS,2017,132,2.04
Adam Armstrong,Female,Mohakhali,"Thu, Jan 03, 2002",A-,+880183046783,CSE,2018,114,2.34
Megan Roberts,Female,Khilgaon,"Tue, Aug 15, 2000",O+,+880144050457,Law,2016,129,1.69
Sarah Gray,Female,Cantonment area,"Tue, Feb 18, 2003",AB-,+880145207043,ESS,2017,129,2.55
Thomas Rodriguez,Male,Pallabi,"Wed, Mar 17, 1999",AB-,+880141339828,Pharma,2015,136,2.29
Matthew Berry,Male,Abdullahpur,"Sat, Mar 22, 2003",B+,+880179276581,MNS,2015,132,3.86
Donna Gomez,Male,Rampura,"Sun, Oct 10, 1999",O+,+880191668175,MNS,2022,54,1.66
Jennifer Jones,Female,Nimtoli,"Tue, Jan 09, 2001",AB-,+880141152903,Law,2015,132,3.88
Michael King,Male,Kazipara,"Wed, Nov 20, 2002",A+,+880174951507,Archi,2023,15,1.51
Michael Webster,Female,Tejgaon,"Thu, Jun 20, 2002",A+,+880148542690,ESS,2022,39,2.69
Melanie Durham,Male,Gabtali,"Wed, Aug 02, 2000",O-,+880196644206,EEE,2022,33,3.15
Jason Wilson,Female,Beraid,"Wed, Feb 02, 2000",B-,+880133634188,EEE,2021,42,3.23
Tanya Rodriguez,Female,Kafrul,"Tue, Oct 23, 2001",O+,+880149037938,ENH,2016,132,3.09
Jason Harris,Female,Gabtali,"Thu, Jul 15, 1999",A-,+880148799851,Law,2015,129,2.26
Grace Barrett,Male,Paltan,"Wed, Mar 07, 2001",AB-,+880166987285,Law,2018,66,2.68
Joshua Middleton,Female,Mohammadpur,"Sat, Feb 20, 1999",O+,+880140987943,ENH,2021,54,1.97
Michael Moss,Male,Motijheel,"Thu, May 20, 1999",B+,+880178173274,CSE,2020,81,3.74
Robert Lawrence,Female,Lalbagh,"Tue, Jan 22, 2002",B-,+880134272676,BBS,2023,15,3.53
Susan Roberts,Female,Baridhara,"Thu, Oct 08, 1998",AB+,+880164273018,CSE,2022,33,2.11
Cheryl Wright,Male,Farmgate,"Fri, Dec 15, 2000",O-,+880194188845,Pharma,2020,81,2.83
Hailey Adams,Female,Shahbagh,"Fri, Oct 19, 2001",A-,+880181255939,ESS,2015,132,1.55
Jesse Gay,Male,Hazaribagh,"Fri, May 08, 1998",B-,+880143552818,EEE,2020,111,3.13
Lance Smith,Male,Pallabi,"Thu, Dec 02, 1999",A+,+880139770206,CSE,2023,15,1.61
Terry Powers,Male,Sher-e-Bangla Nagar,"Sun, Mar 23, 2003",B+,+880165689587,EEE,2017,129,3.09
Haley Thompson,Female,Jurain,"Sun, Oct 08, 2000",B+,+880154994926,Archi,2023,18,3.17
Alyssa Bonilla,Female,Gulshan,"Tue, Aug 28, 2001",O+,+880147811917,EEE,2019,90,3.13
Maria Wilson,Male,Agargaon,"Mon, Jul 27, 1998",O+,+880192304186,Archi,2020,117,1.85
Dean Wilson,Male,Kafrul,"Sat, Oct 27, 2001",B-,+880158168049,CSE,2022,51,2.03
Matthew Clark,Male,Sher-e-Bangla Nagar,"Thu, Aug 09, 2001",B+,+880153422880,Pharma,2022,42,2.41
Cynthia Jackson,Male,Dakshinkhan,"Sun, Nov 21, 1999",AB+,+880150100190,BBS,2015,126,3.18
Zachary Norton,Male,Agargaon,"Tue, Mar 27, 2001",O-,+880149838958,Archi,2017,132,1.54
Rebecca Hartman,Female,Farmgate,"Sun, Feb 11, 2001",AB-,+880152040982,ENH,2020,117,1.62
Bianca Armstrong,Female,Gabtali,"Fri, Apr 06, 2001",B+,+880163276693,MNS,2017,132,3.49
Charles Reed,Male,Gabtali,"Mon, May 15, 2000",A-,+880179743021,ESS,2021,30,2.41
Chad Allen,Female,Agargaon,"Fri, Jan 17, 2003",B-,+880153116483,MNS,2022,60,2.05
Diana Wright,Female,Khilkhet,"Sun, Sep 17, 2000",A+,+880142298618,ENH,2016,132,1.67
David Jones,Female,Banasree,"Sat, Apr 07, 2001",O+,+880192082185,Archi,2023,21,2.74
Patricia Bright,Male,Bashundhara,"Mon, Jun 10, 2002",O+,+880191708028,ESS,2016,129,1.64
Henry Hobbs,Male,Kafrul,"Fri, Dec 03, 1999",A-,+880177068869,CSE,2018,63,2.45
Christopher Vargas,Female,Shahbagh,"Thu, Apr 16, 1998",B+,+880146486963,BBS,2019,87,3.20
Jose Green,Male,Motijheel,"Sun, Sep 26, 1999",AB-,+880142024515,ESS,2023,3,2.87
Daniel Lopez,Male,Vatara,"Tue, Dec 04, 2001",A-,+880131778931,Pharma,2017,123,2.47
William Johnson,Male,Banani,"Tue, Feb 23, 1999",B-,+880157654690,ESS,2017,129,2.84
Elizabeth Hudson,Male,Bashundhara,"Mon, May 22, 2000",O-,+880189550908,ESS,2015,123,3.65
Erica Jones,Female,Rampura,"Wed, Feb 20, 2002",B+,+880175299634,Archi,2019,102,1.62
Timothy Mack,Male,Dhanmondi,"Sat, Aug 11, 2001",B-,+880178147249,EEE,2015,136,2.78
Tyler Thompson,Male,Sadarghat,"Fri, Apr 21, 2000",O+,+880153933259,Pharma,2023,21,2.84
Amanda Griffin,Female,Gabtali,"Thu, Feb 17, 2000",AB+,+880138155245,Law,2022,51,3.89
Rebecca Foster,Male,Kamrangirchar,"Mon, Jun 19, 2000",A-,+880145157920,EEE,2019,102,3.83
Carrie Nicholson,Female,Paltan,"Tue, Nov 13, 2001",A-,+880153598065,EEE,2016,129,1.92
Ryan Smith,Male,Uttarkhan,"Wed, Mar 28, 2001",B+,+880134912168,BBS,2018,96,2.59
Alex Solomon,Male,Demra,"Mon, Oct 05, 1998",AB-,+880165222821,BBS,2022,24,2.70
Daniel Brown,Male,Wari,"Wed, Aug 25, 1999",O+,+880154909380,ENH,2022,48,3.89
Russell Webb,Female,Uttara,"Sat, Feb 20, 1999",AB-,+880199837230,Pharma,2016,132,3.38
Jennifer Sharp,Female,Beraid,"Wed, Oct 21, 1998",A-,+880137830356,Pharma,2023,6,3.37
